Kod,DataKod,Rok,Miesiac,Dzien,Rok_Prod,Waga,Wilg,Olej
190525,2019-05,19,5,25,18,2174,6.27199946299261,2.475
190529,2019-05,19,5,29,18,1351.8,6.27199946299261,2.37
190530,2019-05,19,5,30,18,1820.4,6.27199946299261,2.37
190531,2019-05,19,5,31,18,1075.4,6.27199946299261,2.32
190601,2019-06,19,6,1,18,322.2,6.27199946299261,2.1
190603,2019-06,19,6,3,18,848.6,6.27199946299261,2.42
190604,2019-06,19,6,4,18,480.8,6.27199946299261,2.1
190606,2019-06,19,6,6,18,1221,6.27199946299261,1.65
190608,2019-06,19,6,8,18,733.6,6.27199946299261,1.73
190611,2019-06,19,6,11,18,862.6,6.27199946299261,1.74
190613,2019-06,19,6,13,18,995,6.27199946299261,2.3
190615,2019-06,19,6,15,18,1170.6,6.27199946299261,2.605
190618,2019-06,19,6,18,18,536.2,6.27199946299261,2.25
190619,2019-06,19,6,19,18,1107.2,6.27199946299261,2.3
190624,2019-06,19,6,24,18,2177.6,6.27199946299261,2.02
190629,2019-06,19,6,29,18,441,6.27199946299261,2.68
190703,2019-07,19,7,3,18,991.6,6.27199946299261,2.07
190705,2019-07,19,7,5,18,1218.8,6.27199946299261,1.4
190706,2019-07,19,7,6,18,1075.4,6.27199946299261,2.23
190716,2019-07,19,7,16,18,1197,6.27199946299261,1.56
190809,2019-08,19,8,9,18,917,6.27199946299261,2.44
190824,2019-08,19,8,24,18,648,6.27199946299261,2.82
190826,2019-08,19,8,26,18,627.4,6.27199946299261,2.82
190827,2019-08,19,8,27,18,1169.2,6.27199946299261,2.46
190828,2019-08,19,8,28,18,673.8,6.27199946299261,2.82
190829,2019-08,19,8,29,18,696.8,6.27199946299261,2.82
190830,2019-08,19,8,30,18,623.7,6.27199946299261,2.82
190831,2019-08,19,8,31,18,934,6.27199946299261,2.82
190902,2019-09,19,9,2,18,714.8,6.27199946299261,2.82
190903,2019-09,19,9,3,18,607.2,6.27199946299261,2.82
190904,2019-09,19,9,4,18,835.1,6.27199946299261,2.82
190905,2019-09,19,9,5,18,590.6,6.27199946299261,2.82
190910,2019-09,19,9,10,18,1355.1,6.27199946299261,2.82
190912,2019-09,19,9,12,18,322.6,6.27199946299261,2.82
190916,2019-09,19,9,16,19,854.5,6.27199946299261,2.745
190917,2019-09,19,9,17,19,1031,6.27199946299261,2.51
190918,2019-09,19,9,18,19,1185,6.27199946299261,2.53
190919,2019-09,19,9,19,19,1388.7,6.27199946299261,2.67
190920,2019-09,19,9,20,19,1270.4,6.27199946299261,2.445
190921,2019-09,19,9,21,19,2022.8,6.27199946299261,2.43333333333333
190923,2019-09,19,9,23,19,3009.3,6.27199946299261,2.9
190924,2019-09,19,9,24,19,1875.6,6.27199946299261,2.92
190925,2019-09,19,9,25,19,1742.6,6.27199946299261,2.795
190926,2019-09,19,9,26,19,2797.4,6.27199946299261,2.57666666666667
190927,2019-09,19,9,27,19,2229,6.27199946299261,2.64333333333333
190928,2019-09,19,9,28,19,1176,6.27199946299261,2.675
190930,2019-09,19,9,30,19,1851,6.27199946299261,2.35
191001,2019-10,19,10,1,19,2802.6,6.27199946299261,2.74
191002,2019-10,19,10,2,19,2444.4,6.27199946299261,2.5675
191003,2019-10,19,10,3,19,2244.8,6.27199946299261,2.4275
191004,2019-10,19,10,4,19,2026.8,6.27199946299261,2.71
191005,2019-10,19,10,5,19,2412.2,6.27199946299261,2.57
191007,2019-10,19,10,7,19,3101,6.27199946299261,2.43666666666667
191008,2019-10,19,10,8,19,1290.2,6.27199946299261,2.38
191009,2019-10,19,10,9,19,2662,6.27199946299261,2.5425
191010,2019-10,19,10,10,19,1725.4,6.27199946299261,2.11333333333333
191011,2019-10,19,10,11,19,2979.2,6.27199946299261,2.372
191012,2019-10,19,10,12,19,2591.6,6.27199946299261,2.0925
191014,2019-10,19,10,14,19,2294.4,6.27199946299261,2.3
191015,2019-10,19,10,15,19,2501.4,6.27199946299261,2.3175
191016,2019-10,19,10,16,19,2022.4,6.27199946299261,2.32666666666667
191017,2019-10,19,10,17,19,2395.6,6.27199946299261,2.39333333333333
191018,2019-10,19,10,18,19,2230.8,6.27199946299261,2.075
191019,2019-10,19,10,19,19,4001,6.27199946299261,2.28
191021,2019-10,19,10,21,19,3813,6.27199946299261,2.08666666666667
191022,2019-10,19,10,22,19,3041.4,6.27199946299261,2.45
191023,2019-10,19,10,23,19,2838.6,6.27199946299261,2.48666666666667
191024,2019-10,19,10,24,19,3701,6.27199946299261,2.28
191025,2019-10,19,10,25,19,1576.4,6.27199946299261,1.945
191026,2019-10,19,10,26,19,2847.4,6.27199946299261,2.234
191028,2019-10,19,10,28,19,2047,6.27199946299261,2.42
191029,2019-10,19,10,29,19,1813.6,6.27199946299261,2.3
191030,2019-10,19,10,30,19,3443.2,6.27199946299261,2.13
191031,2019-10,19,10,31,19,3053.8,6.27199946299261,2.16
191104,2019-11,19,11,4,19,3439,6.27199946299261,2.3175
191105,2019-11,19,11,5,19,3193.8,6.27199946299261,2.2325
191106,2019-11,19,11,6,19,2748.4,6.27199946299261,2.12
191107,2019-11,19,11,7,19,2942.4,6.27199946299261,1.95
191108,2019-11,19,11,8,19,3171.8,6.27199946299261,2.07666666666667
191109,2019-11,19,11,9,19,1681.4,6.27199946299261,2.18
191112,2019-11,19,11,12,19,2568.8,6.27199946299261,2.48
191113,2019-11,19,11,13,19,3087.4,6.27199946299261,2.295
191114,2019-11,19,11,14,19,3608.6,6.27199946299261,1.8325
191115,2019-11,19,11,15,19,2379.2,6.27199946299261,2.31666666666667
191116,2019-11,19,11,16,19,3178.6,6.27199946299261,2.2975
191118,2019-11,19,11,18,19,3919.6,6.27199946299261,1.945
191119,2019-11,19,11,19,19,4178.4,6.27199946299261,2.2775
191120,2019-11,19,11,20,19,3996.2,5.8,2.0175
191121,2019-11,19,11,21,19,3162.8,5.45,2.39
191122,2019-11,19,11,22,19,3342,5.53333333333333,2.27333333333333
191123,2019-11,19,11,23,19,4622.9,5.52,2.204
191125,2019-11,19,11,25,19,2359.6,6.8,2.25333333333333
191126,2019-11,19,11,26,19,3355.8,6.425,2.1
191127,2019-11,19,11,27,19,2902,6.1,2.26333333333333
191128,2019-11,19,11,28,19,3109.2,6.125,2.505
191129,2019-11,19,11,29,19,2981,5.6,2.15
191130,2019-11,19,11,30,19,5285.6,5.35,2.046
191202,2019-12,19,12,2,19,3312.6,5.75,2.3575
191203,2019-12,19,12,3,19,3965.4,6.5,2.35333333333333
191204,2019-12,19,12,4,19,3101.4,5.63333333333333,2.29666666666667
191205,2019-12,19,12,5,19,3375.8,5.85,2.45
191206,2019-12,19,12,6,19,2094.6,6.13333333333333,2.27
191207,2019-12,19,12,7,19,2582.2,6.1,2.29
191209,2019-12,19,12,9,19,4291.4,6.25,2.435
191210,2019-12,19,12,10,19,2951.8,5.93333333333333,2.35333333333333
191211,2019-12,19,12,11,19,3854.4,6.2,2.11333333333333
191212,2019-12,19,12,12,19,2664.4,6.125,2.5525
191213,2019-12,19,12,13,19,3455.6,6.775,2.3775
191214,2019-12,19,12,14,19,2693.6,6.26666666666667,2.30333333333333
191216,2019-12,19,12,16,19,2035.5,6.43333333333333,2.62
191217,2019-12,19,12,17,19,2635.8,5.83333333333333,2.31333333333333
191218,2019-12,19,12,18,19,2222.9,6.06666666666667,1.92
191219,2019-12,19,12,19,19,2506.2,6.43333333333333,2.26
191220,2019-12,19,12,20,19,2987.9,5.56666666666667,2.36333333333333
191221,2019-12,19,12,21,19,2676.8,6.16666666666667,2.35666666666667
191223,2019-12,19,12,23,19,2956.4,5.8,2.04
191227,2019-12,19,12,27,19,884,7.2,2.62
191228,2019-12,19,12,28,19,871,6.5,2.56
191230,2019-12,19,12,30,19,2426.6,6.6,2.51
191231,2019-12,19,12,31,19,2945,6.1,2.575
200104,2020-01,20,1,4,19,1959.8,5.95,1.995
200107,2020-01,20,1,7,19,578,7.3,2.47
200108,2020-01,20,1,8,19,3583,6.5,2.45666666666667
200109,2020-01,20,1,9,19,2107.8,5.93333333333333,1.93
200110,2020-01,20,1,10,19,3453.4,6.8,2.4725
200111,2020-01,20,1,11,19,3242,5.75,2.3325
200113,2020-01,20,1,13,19,3314.2,6.43333333333333,2.5
200114,2020-01,20,1,14,19,3950.6,6.025,2.355
200115,2020-01,20,1,15,19,2469.6,6.26666666666667,2.52
200116,2020-01,20,1,16,19,3404.6,6.4,2.475
200117,2020-01,20,1,17,19,2927.6,6.1,2.16333333333333
200118,2020-01,20,1,18,19,2202.2,6.06666666666667,2.66333333333333
200120,2020-01,20,1,20,19,3107.4,6.23333333333333,2.09666666666667
200121,2020-01,20,1,21,19,3856,6.35,2.465
200122,2020-01,20,1,22,19,3249.8,6.45,2.3975
200123,2020-01,20,1,23,19,3533.4,5.725,2.0975
200124,2020-01,20,1,24,19,4025.2,5.975,2.1825
200125,2020-01,20,1,25,19,4246.2,6,2.06
200127,2020-01,20,1,27,19,3088,6.1,2.335
200128,2020-01,20,1,28,19,3351.2,6.13333333333333,2.04666666666667
200129,2020-01,20,1,29,19,4297.6,6.38,2.148
200130,2020-01,20,1,30,19,2730.6,7.13333333333333,2.62
200131,2020-01,20,1,31,19,3384,6.27199946299261,2.44
200201,2020-02,20,2,1,19,1835.6,6.6,2.4
200203,2020-02,20,2,3,19,3250.3,6.175,2.2975
200204,2020-02,20,2,4,19,3402.8,6.6,2.2275
200205,2020-02,20,2,5,19,4375.4,5.175,2.3525
200206,2020-02,20,2,6,19,3674.8,6.225,2.135
200207,2020-02,20,2,7,19,3276.8,5.875,2.2025
200208,2020-02,20,2,8,19,3442.6,6.33333333333333,2.33333333333333
200210,2020-02,20,2,10,19,3450.6,6.25,2.38
200211,2020-02,20,2,11,19,3368.8,6.15,2.26
200212,2020-02,20,2,12,19,3220.8,6.93333333333333,2.47
200213,2020-02,20,2,13,19,2454.4,5.96666666666667,2.34
200214,2020-02,20,2,14,19,3409.8,5.875,2.3625
200215,2020-02,20,2,15,19,3316.6,6.1,2.19
200217,2020-02,20,2,17,19,3155.6,6.675,2.19
200218,2020-02,20,2,18,19,2985,6.25,2.2525
200219,2020-02,20,2,19,19,2934.8,6.13333333333333,2.56
200220,2020-02,20,2,20,19,3713,6.8,2.6925
200221,2020-02,20,2,21,19,4032.1,6.56,2.31
200222,2020-02,20,2,22,19,2049.2,6.76666666666667,2.48
200224,2020-02,20,2,24,19,2463.8,7.575,2.1975
200225,2020-02,20,2,25,19,3284.8,7.5,2.76
200226,2020-02,20,2,26,19,3561.2,6.75,2.03
200227,2020-02,20,2,27,19,3240.8,6.225,2.395
200228,2020-02,20,2,28,19,4330,6.175,2.4625
200229,2020-02,20,2,29,19,3196.8,6.45,2.6125
200302,2020-03,20,3,2,19,1943.2,7.43333333333333,2.26333333333333
200303,2020-03,20,3,3,19,4607.2,6.62,2.508
200304,2020-03,20,3,4,19,4161.8,6.025,2.4275
200305,2020-03,20,3,5,19,2481.2,6,2.31
200306,2020-03,20,3,6,19,3233,5.93333333333333,2.44333333333333
200307,2020-03,20,3,7,19,3981.8,6.325,2.4975
200309,2020-03,20,3,9,19,2935.6,6.6,2.1775
200310,2020-03,20,3,10,19,2630.8,5.76666666666667,2.33666666666667
200311,2020-03,20,3,11,19,4195.2,6.7,2.245
200312,2020-03,20,3,12,19,4184.6,6.4,2.4
200313,2020-03,20,3,13,19,2974,5.53333333333333,2.13333333333333
200314,2020-03,20,3,14,19,2653.4,6.56666666666667,2.23666666666667
200316,2020-03,20,3,16,19,3876.8,5.3,2.075
200317,2020-03,20,3,17,19,2551.8,5.5,2.15
200318,2020-03,20,3,18,19,2523,6.66666666666667,2.81333333333333
200319,2020-03,20,3,19,19,2686.4,6.43333333333333,2.59666666666667
200320,2020-03,20,3,20,19,2858,5.63333333333333,2.16666666666667
200321,2020-03,20,3,21,19,3250.4,6.15,2.165
200323,2020-03,20,3,23,19,2733.8,5.96666666666667,2.14333333333333
200324,2020-03,20,3,24,19,3452.6,6.225,2.145
200326,2020-03,20,3,26,19,2511,6.16666666666667,2.34
200327,2020-03,20,3,27,19,2312.6,6.26666666666667,2.21333333333333
200328,2020-03,20,3,28,19,2512.4,6.6,2.29
200330,2020-03,20,3,30,19,1911.8,6.76666666666667,2.35
200331,2020-03,20,3,31,19,2887.8,6.56666666666667,2.32666666666667
200401,2020-04,20,4,1,19,2387.8,6.2,1.99333333333333
200402,2020-04,20,4,2,19,2885.6,6.23333333333333,2.29
200403,2020-04,20,4,3,19,2020.4,5.85,2.105
200404,2020-04,20,4,4,19,4632.6,7.475,2.3225
200406,2020-04,20,4,6,19,1465.2,6.55,2.335
200407,2020-04,20,4,7,19,2226,5.8,2.4
200408,2020-04,20,4,8,19,2732.8,6.63333333333333,2.52666666666667
200409,2020-04,20,4,9,19,1787.2,6.35,2.615
200414,2020-04,20,4,14,19,670.4,7.1,2.31
200415,2020-04,20,4,15,19,3558.2,7.375,2.3525
200416,2020-04,20,4,16,19,1944,6.55,2.27
200417,2020-04,20,4,17,19,2632.2,7.06666666666667,2.36666666666667
200418,2020-04,20,4,18,19,2845.4,6.66666666666667,2.24333333333333
200420,2020-04,20,4,20,19,3387.8,6.73333333333333,2.15666666666667
200421,2020-04,20,4,21,19,2746.6,6.6,2.24333333333333
200422,2020-04,20,4,22,19,3337.8,6.5,2.0525
200423,2020-04,20,4,23,19,2236.8,6.8,2.24666666666667
200424,2020-04,20,4,24,19,2640.2,6.16666666666667,2.41666666666667
200425,2020-04,20,4,25,19,3183.2,7.1,1.82
200427,2020-04,20,4,27,19,2303.6,6.85,2.295
200428,2020-04,20,4,28,19,3757.2,6.125,1.97
200429,2020-04,20,4,29,19,3113.2,6.13333333333333,2.18333333333333
200430,2020-04,20,4,30,19,2374,7.4,2.22333333333333
200501,2020-05,20,5,1,19,2303.4,8.2,2.35666666666667
200502,2020-05,20,5,2,19,3092.2,6.25,2.475
200504,2020-05,20,5,4,19,2759,7.2,2.45
200505,2020-05,20,5,5,19,2034.2,7.425,2.4025
200506,2020-05,20,5,6,19,4836.4,6.8,2.425
200507,2020-05,20,5,7,19,3404,6.8,2.3025
200508,2020-05,20,5,8,19,2640,6.675,1.965
200509,2020-05,20,5,9,19,2761.2,6.3,2.2525
200511,2020-05,20,5,11,19,2395.4,6.8,2.50666666666667
200512,2020-05,20,5,12,19,2465.6,6.16666666666667,2.39333333333333
200513,2020-05,20,5,13,19,1755.2,8.1,1.99
200514,2020-05,20,5,14,19,2678.8,6.8,2.43
200515,2020-05,20,5,15,19,2280.4,7.06666666666667,2.57
200516,2020-05,20,5,16,19,4593.4,6.28,2.238
200518,2020-05,20,5,18,19,1405.4,7,2.075
200519,2020-05,20,5,19,19,2444,6.93333333333333,2.04333333333333
200520,2020-05,20,5,20,19,2864.4,6.3,2.54
200521,2020-05,20,5,21,19,4641.5,6.25,2.30333333333333
200522,2020-05,20,5,22,19,5753,6.84285714285714,2.31285714285714
200523,2020-05,20,5,23,19,4778.4,6.12,2.184
200525,2020-05,20,5,25,19,3954.8,7.3,2.3
200526,2020-05,20,5,26,19,1349.2,6.6,1.94
200527,2020-05,20,5,27,19,1871.2,6.83333333333333,2.45666666666667
200528,2020-05,20,5,28,19,2403.8,6.76666666666667,2.35333333333333
200529,2020-05,20,5,29,19,2464.8,6.7,2.46
200530,2020-05,20,5,30,19,4307.6,7.25,2.16
200602,2020-06,20,6,2,19,3710.2,6.45,2.325
200603,2020-06,20,6,3,19,4447.2,8.16666666666667,1.97666666666667
200604,2020-06,20,6,4,19,2837.6,6.8,2.275
200605,2020-06,20,6,5,19,2988,6.75,2.18
200606,2020-06,20,6,6,19,1314,6.8,3
200608,2020-06,20,6,8,19,2510.8,7.05,2.45
200609,2020-06,20,6,9,19,877.2,8.2,1.91
200610,2020-06,20,6,10,19,2218,7.2,2.54
200612,2020-06,20,6,12,19,5503.2,7,1.885
200613,2020-06,20,6,13,19,3672.6,6.325,1.94
200615,2020-06,20,6,15,19,6276.2,7.35,2.145
200616,2020-06,20,6,16,19,2092,7.33333333333333,2.14666666666667
200617,2020-06,20,6,17,19,2008.2,7.1,2.31
200618,2020-06,20,6,18,19,2150,5.7,2.56
200619,2020-06,20,6,19,19,1159,6.5,2.05
200623,2020-06,20,6,23,19,1932.8,6.6,2.23
200624,2020-06,20,6,24,19,2139.2,6.7,2.26
200627,2020-06,20,6,27,19,1790,6.6,2.105
200709,2020-07,20,7,9,19,2628.4,6.7,2.21
200710,2020-07,20,7,10,19,3132.4,6.3,2.19
200824,2020-08,20,8,24,19,365,6.7,3.59
200825,2020-08,20,8,25,19,575,7,3.22
200826,2020-08,20,8,26,19,510.4,8,3.53
200827,2020-08,20,8,27,19,540.2,6.8,3.26
200828,2020-08,20,8,28,19,2211,6.15,2.58
200830,2020-08,20,8,30,19,865,5.9,2.66
200831,2020-08,20,8,31,19,497.8,6.7,2.31
200901,2020-09,20,9,1,19,589,7.8,2.79
200902,2020-09,20,9,2,19,617.4,6.7,2.39
200903,2020-09,20,9,3,19,298,6.3,2.6
200904,2020-09,20,9,4,19,455,6.7,2.63
200908,2020-09,20,9,8,19,477.8,7,2.67
200910,2020-09,20,9,10,19,469.2,7.8,2.71
200912,2020-09,20,9,12,19,436.2,6.3,2.85
200917,2020-09,20,9,17,20,513.6,6.9,2.06
200918,2020-09,20,9,18,20,1470,5.95,2.53
200919,2020-09,20,9,19,20,1320,5.6,2.6
200921,2020-09,20,9,21,20,1893.2,5.1,2.05
200922,2020-09,20,9,22,20,1373.6,5.6,2.24
200923,2020-09,20,9,23,20,1397.6,6.05,2.34
200924,2020-09,20,9,24,20,1862.8,5.93333333333333,2.05
200925,2020-09,20,9,25,20,3123.8,5.4,2.31
200926,2020-09,20,9,26,20,2686.8,6.06666666666667,2.39333333333333
200928,2020-09,20,9,28,20,1427,5.3,2.065
200929,2020-09,20,9,29,20,1939.6,6.73333333333333,2.51333333333333
200930,2020-09,20,9,30,20,657.8,6,2.78
201001,2020-10,20,10,1,20,2004.6,6.56666666666667,2.33333333333333
201002,2020-10,20,10,2,20,3182.4,6,2.28
201003,2020-10,20,10,3,20,3154,6.675,2.3975
201004,2020-10,20,10,4,20,862,6.5,2.67
201005,2020-10,20,10,5,20,2663.4,6.7,1.9475
201006,2020-10,20,10,6,20,2396.2,5.96666666666667,2.13666666666667
201007,2020-10,20,10,7,20,2423.2,6.5,2.4875
201008,2020-10,20,10,8,20,3072.8,6.225,2.4475
201009,2020-10,20,10,9,20,2349.4,5.975,2.365
201010,2020-10,20,10,10,20,2340,6.26666666666667,1.96333333333333
201012,2020-10,20,10,12,20,3218.8,6.575,2.3075
201013,2020-10,20,10,13,20,2789.6,6.05,2.3025
201014,2020-10,20,10,14,20,3347.2,5.225,2.2425
201015,2020-10,20,10,15,20,3632.6,5.32,1.89
201016,2020-10,20,10,16,20,3060.8,5.7,2.2825
201017,2020-10,20,10,17,20,3124.8,5.62,2.128
201019,2020-10,20,10,19,20,3119.8,6.725,2.325
201020,2020-10,20,10,20,20,860,6.7,2
201021,2020-10,20,10,21,20,1111.8,4.4,2.12
201022,2020-10,20,10,22,20,2023.4,5.7,1.86
201023,2020-10,20,10,23,20,1544.4,5.63333333333333,1.97666666666667
201024,2020-10,20,10,24,20,1557.6,5.66666666666667,1.81
201026,2020-10,20,10,26,20,3020.6,7.4,2.1075
201027,2020-10,20,10,27,20,2534.2,5.75,2.1925
201028,2020-10,20,10,28,20,3169.8,5.975,2.35
201029,2020-10,20,10,29,20,3168.2,5.65,1.91
201030,2020-10,20,10,30,20,2203.3,5.73333333333333,2.32333333333333
201031,2020-10,20,10,31,20,3045.8,5.975,2.055
201103,2020-11,20,11,3,20,3006,7.075,2.46
201104,2020-11,20,11,4,20,3454.3,6.78,1.758
201105,2020-11,20,11,5,20,3250,5.675,1.9325
201106,2020-11,20,11,6,20,2858.8,5.4,2.27
201107,2020-11,20,11,7,20,2517.2,6.1,2.0925
201109,2020-11,20,11,9,20,3673.3,6.075,2.3475
201110,2020-11,20,11,10,20,2844.6,5.5,2.0625
201112,2020-11,20,11,12,20,2865.6,5.55,2.0525
201113,2020-11,20,11,13,20,3294,5.85,2.1475
201114,2020-11,20,11,14,20,2527.8,5.675,2.06
201116,2020-11,20,11,16,20,3623.6,5.675,1.93
201117,2020-11,20,11,17,20,3037.2,6,2.01
